Cancer_Type_Code	Sample	Aberrant_Cell_Fraction(Purity)	Ploidy
CESC	TCGA.JW.A5VJ.01A.11D.A28A.01	0.6	2.27075923337537
CESC	TCGA.JW.A5VK.01A.11D.A28A.01	0.69	3.61682762496411
CESC	TCGA.JW.A5VL.01A.11D.A28A.01	0.72	2.15819560112107
CESC	TCGA.JW.A69B.01A.11D.A32H.01	0.58	4.21109720970448
CESC	TCGA.JX.A3PZ.01A.11D.A21P.01	0.6	3.77027083309038
CESC	TCGA.JX.A3Q0.01A.11D.A21P.01	0.77	2.27870302652688
CESC	TCGA.JX.A3Q8.01A.11D.A21P.01	0.79	3.15497699048799
CESC	TCGA.JX.A5QV.01A.22D.A28A.01	0.63	3.27082198406577
CESC	TCGA.LP.A4AU.01A.32D.A242.01	0.23	3.73808528207546
CESC	TCGA.LP.A4AV.01A.11D.A242.01	0.48	4.34736949661174
CESC	TCGA.LP.A4AW.01A.11D.A242.01	0.39	1.9950793463044
CESC	TCGA.LP.A4AX.01A.12D.A242.01	0.46	2.00091849240633
CESC	TCGA.LP.A5U2.01A.11D.A28A.01	0.7	4.45743365225122
CESC	TCGA.LP.A5U3.01A.11D.A28A.01	0.79	2.0549473921535
CESC	TCGA.MU.A51Y.01A.11D.A26F.01	0.46	2.02201160943304
CESC	TCGA.MY.A5BD.01A.11D.A26F.01	0.85	2.11872375091419
CESC	TCGA.MY.A5BE.01A.21D.A26F.01	0.29	2.24051839844689
CESC	TCGA.MY.A5BF.01A.11D.A26F.01	0.71	1.97419669398265
CESC	TCGA.Q1.A5R1.01A.11D.A28A.01	0.71	1.95517323910734
CESC	TCGA.Q1.A5R3.01A.11D.A28A.01	0.69	2.29294243540427
CESC	TCGA.Q1.A6DT.01A.11D.A32H.01	0.53	3.03211780248193
CESC	TCGA.Q1.A6DV.01A.11D.A32H.01	0.76	2.0018436486028
CESC	TCGA.Q1.A6DW.01A.11D.A32H.01	0.71	2.29370432874254
CESC	TCGA.Q1.A73O.01A.11D.A32H.01	0.46	2.049513071302
CESC	TCGA.Q1.A73P.01A.11D.A32H.01	0.52	3.92844422157769
CESC	TCGA.Q1.A73Q.01A.21D.A32H.01	0.78	2.00390553633237
CESC	TCGA.R2.A69V.01A.11D.A32H.01	0.27	2.19436776458162
COAD	TCGA.A6.2670.01A.02D.0819.01	0.56	3.21235277882825
COAD	TCGA.A6.2671.01A.01D.1406.01	0.65	3.55980834939584
COAD	TCGA.A6.2671.01A.01D.1549.01	0.66	3.5553191761112
COAD	TCGA.A6.2672.01A.01D.0824.01	0.56	2.06857428765472
COAD	TCGA.A6.2672.01A.01D.1549.01	0.61	2.06914570765842
COAD	TCGA.A6.2672.01B.03D.2297.01	0.57	2.0344057037601
COAD	TCGA.A6.2674.01A.02D.0819.01	0.28	2.58763578166536
COAD	TCGA.A6.2674.01A.02D.1549.01	0.29	2.84091256163312
COAD	TCGA.A6.2675.01A.02D.1717.01	0.46	3.38433020857108
COAD	TCGA.A6.2676.01A.01D.0824.01	0.64	2.03169687307201
COAD	TCGA.A6.2676.01A.01D.1549.01	0.66	2.03032913014771
COAD	TCGA.A6.2677.01A.01D.0819.01	0.86	2.01892349802335
COAD	TCGA.A6.2677.01A.01D.1549.01	0.86	2.06106253023001
COAD	TCGA.A6.2677.01A.01D.A274.01	0.76	2.00866792501237
COAD	TCGA.A6.2677.01B.02D.A274.01	1	2.00466742967064
COAD	TCGA.A6.2678.01A.01D.0819.01	0.73	1.84074374561648
COAD	TCGA.A6.2678.01A.01D.1549.01	0.75	1.83780223758966
COAD	TCGA.A6.2679.01A.02D.1406.01	0.43	3.51067178223622
COAD	TCGA.A6.2679.01A.02D.1549.01	0.46	3.48820037128417
COAD	TCGA.A6.2680.01A.01D.1406.01	0.59	3.16688240687214
COAD	TCGA.A6.2680.01A.01D.1549.01	0.62	3.14935608351284
COAD	TCGA.A6.2681.01A.01D.1406.01	0.51	4.00432757637398
COAD	TCGA.A6.2681.01A.01D.1549.01	0.44	3.72571173443464
COAD	TCGA.A6.2682.01A.01D.1406.01	0.53	2.06543786376658
COAD	TCGA.A6.2682.01A.01D.1549.01	0.54	2.06340818435598
COAD	TCGA.A6.2683.01A.01D.0819.01	0.77	3.92056817695917
COAD	TCGA.A6.2683.01A.01D.1549.01	0.77	3.92840812604781
COAD	TCGA.A6.2684.01A.01D.1406.01	0.62	1.91436585429512
COAD	TCGA.A6.2684.01A.01D.1549.01	0.61	1.91435030545148
COAD	TCGA.A6.2684.01A.01D.A274.01	0.57	1.91404266047378
COAD	TCGA.A6.2684.01C.08D.A274.01	1	2.00181088496799
COAD	TCGA.A6.2685.01A.01D.1406.01	0.24	4.41154124025351
COAD	TCGA.A6.2685.01A.01D.1549.01	0.24	4.4091372779639
COAD	TCGA.A6.2686.01A.01D.1406.01	0.55	3.31302432227866
COAD	TCGA.A6.2686.01A.01D.1549.01	0.53	3.31805659445895
COAD	TCGA.A6.3807.01A.01D.1018.01	0.44	3.48135832476759
COAD	TCGA.A6.3808.01A.01D.1018.01	0.44	1.98395470399722
COAD	TCGA.A6.3809.01A.01D.1018.01	0.67	2.04212348336302
COAD	TCGA.A6.3809.01A.01D.A274.01	0.4	2.08783430707967
COAD	TCGA.A6.3809.01B.04D.A274.01	1	2.00476516525922
COAD	TCGA.A6.3810.01A.01D.1018.01	0.53	3.00053810105305
COAD	TCGA.A6.3810.01A.01D.A274.01	0.51	3.03983447145316
COAD	TCGA.A6.3810.01B.04D.A274.01	1	2.08048081467056
COAD	TCGA.A6.4105.01A.02D.1770.01	0.63	2.80906075544057
COAD	TCGA.A6.4107.01A.02D.1406.01	0.56	3.13049755744326
COAD	TCGA.A6.4107.01A.02D.1549.01	0.51	3.17619838547472
COAD	TCGA.A6.5656.01A.21D.1834.01	0.77	2.16226773220671
COAD	TCGA.A6.5656.01A.21D.A274.01	0.71	2.18477634932032
COAD	TCGA.A6.5656.01B.02D.A274.01	1	2.00044702925459
COAD	TCGA.A6.5657.01A.01D.1649.01	0.3	2.18302877035857
COAD	TCGA.A6.5659.01A.01D.1649.01	0.66	4.14356191799429
COAD	TCGA.A6.5659.01A.01D.A274.01	0.54	4.74568589003524
COAD	TCGA.A6.5659.01B.04D.A274.01	1	2.00230622670103
COAD	TCGA.A6.5660.01A.01D.1649.01	0.59	3.04952417761889
COAD	TCGA.A6.5661.01A.01D.1649.01	0.48	3.98911136692661
COAD	TCGA.A6.5661.01B.05D.2297.01	0.67	2.0022756843296
COAD	TCGA.A6.5662.01A.01D.1649.01	0.73	1.95963853381068
COAD	TCGA.A6.5664.01A.21D.1834.01	0.39	1.9706104642607
COAD	TCGA.A6.5665.01A.01D.1649.01	0.66	1.9874270939711
COAD	TCGA.A6.5665.01B.03D.2297.01	0.49	1.9706682171085
COAD	TCGA.A6.5666.01A.01D.1649.01	0.71	2.05164992667054
COAD	TCGA.A6.5667.01A.21D.1717.01	0.67	3.23312547861284
COAD	TCGA.A6.6137.01A.11D.1770.01	0.58	2.13246393084763
COAD	TCGA.A6.6138.01A.11D.1770.01	0.61	1.9636401397841
COAD	TCGA.A6.6140.01A.11D.1770.01	0.55	4.30927205311929
COAD	TCGA.A6.6141.01A.11D.1770.01	0.33	1.95394099324903
COAD	TCGA.A6.6142.01A.11D.1770.01	0.37	4.71661455027468
COAD	TCGA.A6.6648.01A.11D.1770.01	0.48	3.1120688458371
COAD	TCGA.A6.6649.01A.11D.1770.01	1	3.49183213690535
COAD	TCGA.A6.6650.01A.11D.1770.01	0.77	3.52803428742148
COAD	TCGA.A6.6650.01A.11D.A274.01	0.65	3.65370670549435
COAD	TCGA.A6.6650.01B.02D.A274.01	0.51	2.07048735073804
COAD	TCGA.A6.6651.01A.21D.1834.01	0.39	1.80665901441433
COAD	TCGA.A6.6652.01A.11D.1770.01	0.8	2.28431282718516
COAD	TCGA.A6.6653.01A.11D.1770.01	0.8	1.93633137251309
COAD	TCGA.A6.6654.01A.21D.1834.01	0.33	2.72963504087402
COAD	TCGA.A6.6780.01A.11D.1834.01	0.66	2.00110452321415
COAD	TCGA.A6.6780.01A.11D.A274.01	0.41	3.99757493570831
COAD	TCGA.A6.6780.01B.04D.A274.01	1	2.00323082758165
COAD	TCGA.A6.6781.01A.22D.1923.01	0.47	1.9468573843402
COAD	TCGA.A6.6781.01A.22D.A274.01	0.46	1.9475681886208
COAD	TCGA.A6.6781.01B.06D.A274.01	1	2.00235620512701
COAD	TCGA.A6.6782.01A.11D.1834.01	0.45	4.55729832177999
COAD	TCGA.A6.A565.01A.31D.A28F.01	1	2.00002276794961
COAD	TCGA.A6.A566.01A.11D.A28F.01	0.25	4.20131087858186
COAD	TCGA.A6.A567.01A.31D.A28F.01	0.57	3.50096430596348
COAD	TCGA.A6.A56B.01A.31D.A28F.01	0.61	3.14528117584798
COAD	TCGA.A6.A5ZU.01A.11D.A28F.01	0.56	4.23055103435906
COAD	TCGA.AA.3488.01A.01D.1406.01	0.74	3.01822102348042
COAD	TCGA.AA.3489.01A.21D.1834.01	0.32	1.97896630176863
COAD	TCGA.AA.3492.01A.01D.1406.01	0.79	1.99500659992881
COAD	TCGA.AA.3494.01A.01D.1406.01	0.71	3.20191450690452
COAD	TCGA.AA.3495.01A.01D.1406.01	0.57	2.20225158362196
COAD	TCGA.AA.3496.01A.21D.1834.01	0.59	2.1326205299157
COAD	TCGA.AA.3502.01A.01D.1406.01	0.83	2.07370096352852
COAD	TCGA.AA.3506.01A.01D.1406.01	0.66	2.18380343596126
COAD	TCGA.AA.3509.01A.01D.1406.01	0.75	2.18435319864703
COAD	TCGA.AA.3510.01A.01D.1406.01	0.63	1.95373386043913
COAD	TCGA.AA.3511.01A.21D.1834.01	0.49	3.7333773143482
COAD	TCGA.AA.3514.01A.02D.0819.01	0.67	2.07513423372244
COAD	TCGA.AA.3514.01A.02D.1549.01	0.67	2.07559847776821
COAD	TCGA.AA.3516.01A.02D.0824.01	0.42	1.99488443044308
COAD	TCGA.AA.3516.01A.02D.1549.01	0.45	1.98918522393389
COAD	TCGA.AA.3517.01A.01D.0819.01	0.7	3.78382720347938
COAD	TCGA.AA.3517.01A.01D.1549.01	0.71	3.81688182379051
COAD	TCGA.AA.3518.01A.02D.0824.01	0.43	1.99156752890558
COAD	TCGA.AA.3518.01A.02D.1549.01	0.47	2.00373338842066
COAD	TCGA.AA.3519.01A.02D.0819.01	0.54	3.81376927848368
COAD	TCGA.AA.3519.01A.02D.1549.01	0.65	3.76099372659691
COAD	TCGA.AA.3520.01A.01D.0819.01	0.66	1.93806895578964
COAD	TCGA.AA.3520.01A.01D.1549.01	0.69	1.93934618223134
COAD	TCGA.AA.3521.01A.01D.0819.01	0.63	3.65137937679124
COAD	TCGA.AA.3521.01A.01D.1549.01	0.66	3.67330991011102
COAD	TCGA.AA.3522.01A.01D.0819.01	0.43	1.70022940097525
COAD	TCGA.AA.3522.01A.01D.1549.01	0.46	1.69858844265559
COAD	TCGA.AA.3524.01A.02D.0819.01	0.75	2.09268998882149
COAD	TCGA.AA.3524.01A.02D.1549.01	0.77	2.09547656372777
COAD	TCGA.AA.3525.01A.02D.0824.01	0.67	1.95388212976954
COAD	TCGA.AA.3525.01A.02D.1549.01	0.65	1.95215176559896
COAD	TCGA.AA.3526.01A.02D.0819.01	0.71	1.97108914651842
COAD	TCGA.AA.3526.01A.02D.1549.01	0.69	1.97197320934241
COAD	TCGA.AA.3527.01A.01D.0819.01	0.75	2.06421672422515
COAD	TCGA.AA.3527.01A.01D.1549.01	0.75	2.06489698613432
COAD	TCGA.AA.3529.01A.02D.0819.01	0.58	2.2141719935339
COAD	TCGA.AA.3529.01A.02D.1549.01	0.61	2.2197506965049
COAD	TCGA.AA.3530.01A.01D.1018.01	0.64	1.93534124436285
COAD	TCGA.AA.3530.01A.01D.1549.01	0.69	1.93546452448027
COAD	TCGA.AA.3531.01A.01D.0819.01	0.83	2.02501031499181
COAD	TCGA.AA.3531.01A.01D.1549.01	0.84	2.00888283224408
COAD	TCGA.AA.3532.01A.01D.0819.01	0.36	3.37019853096747
COAD	TCGA.AA.3532.01A.01D.1549.01	0.4	3.40081475940663
COAD	TCGA.AA.3534.01A.01D.0819.01	0.71	2.42769759942514
COAD	TCGA.AA.3534.01A.01D.1549.01	0.75	2.42880045669175
COAD	TCGA.AA.3538.01A.01D.0819.01	0.66	2.13394717946753
COAD	TCGA.AA.3542.01A.02D.0819.01	0.77	3.36207925800918
COAD	TCGA.AA.3543.01A.01D.0824.01	0.66	1.99150866542609
COAD	TCGA.AA.3544.01A.01D.0819.01	0.66	2.12993002465047
COAD	TCGA.AA.3548.01A.01D.0819.01	0.54	3.79683547713015
COAD	TCGA.AA.3549.01A.02D.0819.01	0.7	1.9778595572911
COAD	TCGA.AA.3552.01A.01D.0819.01	0.47	3.27712592952931
COAD	TCGA.AA.3553.01A.01D.0819.01	0.53	3.38452345848487
COAD	TCGA.AA.3554.01A.01D.0824.01	0.39	1.99751662754467
COAD	TCGA.AA.3555.01A.01D.0819.01	0.69	2.00037983603744
COAD	TCGA.AA.3556.01A.01D.0819.01	0.55	3.82639938204453
COAD	TCGA.AA.3558.01A.01D.0819.01	0.83	2.10774793325326
COAD	TCGA.AA.3560.01A.01D.0819.01	0.53	4.70942820793469
COAD	TCGA.AA.3561.01A.01D.0819.01	0.68	4.1129717893998
COAD	TCGA.AA.3562.01A.02D.0819.01	0.49	3.55941685172567
COAD	TCGA.AA.3655.01A.02D.1717.01	0.77	1.96957646615877
COAD	TCGA.AA.3660.01A.01D.1717.01	0.65	2.28849491080794
COAD	TCGA.AA.3662.01A.01D.1717.01	0.72	2.98807292629792
COAD	TCGA.AA.3663.01A.01D.1717.01	0.66	2.09597745861925
COAD	TCGA.AA.3664.01A.01D.0903.01	0.79	2.15355704787433
COAD	TCGA.AA.3666.01A.02D.0903.01	0.76	2.85185283908002
COAD	TCGA.AA.3667.01A.01D.0903.01	0.64	4.41392965369949
COAD	TCGA.AA.3672.01A.01D.0903.01	0.66	2.04664097775571
COAD	TCGA.AA.3673.01A.01D.0903.01	0.69	1.84339760003598
COAD	TCGA.AA.3675.01A.02D.0903.01	0.78	2.0536174107066
COAD	TCGA.AA.3678.01A.01D.0903.01	0.62	1.98603158525459
COAD	TCGA.AA.3679.01A.02D.0903.01	0.78	2.43873949967153
COAD	TCGA.AA.3680.01A.01D.0903.01	0.57	3.97718706980376
COAD	TCGA.AA.3681.01A.01D.0903.01	0.54	2.2945528513525
COAD	TCGA.AA.3684.01A.02D.0903.01	0.26	3.38021698411297
COAD	TCGA.AA.3685.01A.02D.0903.01	0.6	2.68838784591318
COAD	TCGA.AA.3688.01A.01D.0903.01	0.64	4.14022835698146
COAD	TCGA.AA.3692.01A.01D.0903.01	0.63	3.63170564706235
COAD	TCGA.AA.3693.01A.01D.0903.01	0.85	2.18496737797073
COAD	TCGA.AA.3695.01A.01D.0903.01	0.74	2.90158137292957
COAD	TCGA.AA.3696.01A.01D.0903.01	0.81	2.34915650299843
COAD	TCGA.AA.3697.01A.01D.1717.01	0.57	3.66516009478131
COAD	TCGA.AA.3710.01A.01D.1018.01	0.38	2.04206573051522
COAD	TCGA.AA.3712.01A.21D.1717.01	0.64	3.12847676308616
COAD	TCGA.AA.3713.01A.21D.1717.01	0.37	4.00776997929227
COAD	TCGA.AA.3715.01A.01D.0903.01	1	2.03613051477224
COAD	TCGA.AA.3811.01A.01D.1018.01	0.49	2.95209734464623
COAD	TCGA.AA.3812.01A.01D.0903.01	0.41	2.50803791918711
COAD	TCGA.AA.3814.01A.01D.0903.01	0.56	2.60532314661949
COAD	TCGA.AA.3815.01A.01D.1018.01	0.54	1.99058128796625
COAD	TCGA.AA.3818.01A.01D.0903.01	0.71	2.32012625661034
COAD	TCGA.AA.3819.01A.01D.0903.01	0.7	1.96782444467027
COAD	TCGA.AA.3821.01A.01D.1018.01	0.46	1.99766489687507
COAD	TCGA.AA.3831.01A.01D.0903.01	0.63	1.95472620985275
COAD	TCGA.AA.3833.01A.01D.0903.01	0.21	2.00116727390454
COAD	TCGA.AA.3837.01A.01D.0903.01	0.52	2.70147775099304
COAD	TCGA.AA.3841.01A.01D.0903.01	0.6	3.09600466909562
COAD	TCGA.AA.3842.01A.01D.1018.01	0.66	2.80862094529195
COAD	TCGA.AA.3844.01A.01D.1018.01	0.72	2.29800469464015
COAD	TCGA.AA.3845.01A.01D.1018.01	1	2.04094066061483
COAD	TCGA.AA.3846.01A.01D.1018.01	0.53	3.28150848217186
COAD	TCGA.AA.3848.01A.01D.0903.01	0.72	1.90519037060114
COAD	TCGA.AA.3850.01A.01D.1018.01	0.45	1.95578297590429
COAD	TCGA.AA.3851.01A.01D.1018.01	0.55	3.12814523952716
COAD	TCGA.AA.3852.01A.01D.0903.01	0.66	2.18224910691329
COAD	TCGA.AA.3854.01A.01D.0903.01	0.83	2.07173792201922
COAD	TCGA.AA.3855.01A.01D.1018.01	0.41	3.8970666551161
COAD	TCGA.AA.3856.01A.01D.0903.01	0.53	3.31359185507145
COAD	TCGA.AA.3858.01A.01D.0903.01	0.53	4.11460330735011
COAD	TCGA.AA.3860.01A.02D.0903.01	0.75	1.72537188113798
COAD	TCGA.AA.3861.01A.01D.1018.01	0.45	2.11484986758494
COAD	TCGA.AA.3862.01A.01D.1018.01	0.55	1.61855965508222
COAD	TCGA.AA.3864.01A.01D.1018.01	0.69	1.95377773039083
COAD	TCGA.AA.3866.01A.01D.1018.01	0.46	3.60269206014959
COAD	TCGA.AA.3867.01A.01D.1018.01	0.51	3.55896371399679
COAD	TCGA.AA.3869.01A.01D.1018.01	0.6	3.2823692217304
COAD	TCGA.AA.3870.01A.01D.1018.01	0.57	2.03046074000279
COAD	TCGA.AA.3872.01A.01D.1018.01	0.5	2.72527858807615
COAD	TCGA.AA.3875.01A.01D.0903.01	0.35	3.93871756469568
COAD	TCGA.AA.3877.01A.01D.1018.01	0.51	2.05333142304683
COAD	TCGA.AA.3930.01A.01D.1018.01	0.55	1.97066932774019
COAD	TCGA.AA.3941.01A.01D.1018.01	0.66	3.09049371465762
COAD	TCGA.AA.3947.01A.01D.1018.01	0.57	2.00634059630926
COAD	TCGA.AA.3949.01A.01D.1018.01	0.43	1.98476046728718
COAD	TCGA.AA.3950.01A.02D.1018.01	0.33	2.12705904173587
COAD	TCGA.AA.3952.01A.01D.1018.01	0.67	1.8166857972975
COAD	TCGA.AA.3955.01A.02D.1018.01	0.64	3.1956560973402
COAD	TCGA.AA.3956.01A.02D.1018.01	0.48	2.12245658401901
COAD	TCGA.AA.3966.01A.01D.1427.01	0.54	3.59708725733392
COAD	TCGA.AA.3968.01A.01D.1018.01	0.64	2.83973529204338
COAD	TCGA.AA.3970.01A.01D.1018.01	0.52	1.98073276146908
COAD	TCGA.AA.3971.01A.01D.1018.01	0.49	2.28564391926374
COAD	TCGA.AA.3972.01A.01D.1018.01	0.67	3.7465305254343
COAD	TCGA.AA.3973.01A.01D.1018.01	0.81	2.04502500864904
COAD	TCGA.AA.3975.01A.01D.1018.01	0.71	2.19305333197836
COAD	TCGA.AA.3976.01A.01D.1018.01	0.62	3.21717292035605
COAD	TCGA.AA.3977.01A.01D.1018.01	0.67	1.95412646874099
COAD	TCGA.AA.3979.01A.01D.1018.01	0.81	1.93206821277704
COAD	TCGA.AA.3980.01A.02D.1018.01	0.46	3.63820284243968
COAD	TCGA.AA.3982.01A.02D.1018.01	0.33	3.45821498164404
COAD	TCGA.AA.3984.01A.02D.1018.01	0.76	2.19396571591041
COAD	TCGA.AA.3986.01A.02D.1018.01	0.56	2.01269840740969
COAD	TCGA.AA.3989.01A.01D.1019.01	0.48	3.63673791924264
COAD	TCGA.AA.3994.01A.01D.1427.01	0.74	2.15069217343402
COAD	TCGA.AA.A004.01A.01D.A008.01	0.53	2.64205062592426
COAD	TCGA.AA.A00A.01A.01D.A003.01	0.77	1.98471826328302
COAD	TCGA.AA.A00D.01A.01D.A003.01	0.53	2.1379054708051
COAD	TCGA.AA.A00E.01A.01D.A003.01	0.5	1.9750374421708
COAD	TCGA.AA.A00F.01A.01D.A003.01	0.45	3.38667308611783
COAD	TCGA.AA.A00J.01A.02D.A003.01	0.78	1.9774802765695
COAD	TCGA.AA.A00K.01A.02D.A003.01	0.67	2.10311215658574
COAD	TCGA.AA.A00L.01A.01D.A003.01	0.74	2.20972002641082
COAD	TCGA.AA.A00N.01A.02D.A008.01	0.97	2.22022604686755
COAD	TCGA.AA.A00O.01A.02D.A008.01	0.59	2.04560198181118
COAD	TCGA.AA.A00R.01A.01D.A003.01	1	2.10933447062018
COAD	TCGA.AA.A00U.01A.01D.A003.01	0.73	2.39325968734607
COAD	TCGA.AA.A00W.01A.01D.A003.01	0.59	4.3403647425528
COAD	TCGA.AA.A00Z.01A.01D.A003.01	0.55	2.03875604808369
COAD	TCGA.AA.A010.01A.01D.A008.01	0.82	1.94814516178294
COAD	TCGA.AA.A017.01A.01D.A008.01	0.57	2.1037157849084
COAD	TCGA.AA.A01C.01A.01D.A008.01	0.63	3.65950475822381
COAD	TCGA.AA.A01D.01A.01D.A008.01	0.55	1.93341263243589
COAD	TCGA.AA.A01F.01A.01D.A003.01	0.8	2.941999481335
COAD	TCGA.AA.A01G.01A.01D.A003.01	0.64	2.21550253029664
COAD	TCGA.AA.A01I.01A.02D.A008.01	0.45	2.67326604015933
COAD	TCGA.AA.A01K.01A.01D.A008.01	0.55	1.69548033987551
COAD	TCGA.AA.A01P.01A.21D.A080.01	0.28	3.99695020538356
COAD	TCGA.AA.A01Q.01A.01D.A003.01	0.77	4.05693875477086
COAD	TCGA.AA.A01R.01A.21D.A080.01	0.65	2.0522585528358
COAD	TCGA.AA.A01S.01A.21D.A080.01	0.84	2.11903583841864
COAD	TCGA.AA.A01T.01A.21D.A080.01	0.65	3.69920262197929
COAD	TCGA.AA.A01V.01A.23D.A080.01	0.8	1.95368499264484
COAD	TCGA.AA.A01X.01A.21D.A080.01	0.6	2.93289952059583
COAD	TCGA.AA.A01Z.01A.11D.A080.01	0.78	2.01533393640634
COAD	TCGA.AA.A022.01A.21D.A080.01	0.66	2.14244906504248
COAD	TCGA.AA.A024.01A.02D.A008.01	0.53	3.90717007158576
COAD	TCGA.AA.A029.01A.01D.A008.01	0.78	2.19949110856036
COAD	TCGA.AA.A02E.01A.01D.A008.01	0.59	4.03189067830164
COAD	TCGA.AA.A02F.01A.01D.A008.01	0.84	1.79034439022711
COAD	TCGA.AA.A02H.01A.01D.A008.01	0.69	3.07155911031738
COAD	TCGA.AA.A02J.01A.01D.A008.01	0.7	2.19324158404955
COAD	TCGA.AA.A02K.01A.21D.A080.01	0.5	1.84617473457291
COAD	TCGA.AA.A02O.01A.21D.A080.01	0.79	2.23706877642262
COAD	TCGA.AA.A02R.01A.01D.A008.01	0.72	2.04203130093287
COAD	TCGA.AA.A02W.01A.01D.A008.01	0.64	2.87093293617144
COAD	TCGA.AA.A02Y.01A.43D.A080.01	0.76	2.19777018475913
COAD	TCGA.AA.A03F.01A.11D.A080.01	0.75	1.99998722773558
COAD	TCGA.AA.A03J.01A.21D.A080.01	0.44	3.45057328031178
COAD	TCGA.AD.5900.01A.11D.1649.01	0.56	2.13166038882105
COAD	TCGA.AD.6548.01A.11D.1834.01	0.55	2.13149046217272
COAD	TCGA.AD.6888.01A.11D.1923.01	0.49	3.6602833110374
COAD	TCGA.AD.6889.01A.11D.1923.01	0.9	1.95371886691134
COAD	TCGA.AD.6890.01A.11D.1923.01	0.56	3.02559062004901
COAD	TCGA.AD.6895.01A.11D.1923.01	0.55	1.95398486320072
COAD	TCGA.AD.6899.01A.11D.1923.01	0.55	2.15577386872444
COAD	TCGA.AD.6901.01A.11D.1923.01	0.46	2.79164271867088
COAD	TCGA.AD.6963.01A.11D.1923.01	0.28	4.37255084888357
COAD	TCGA.AD.6964.01A.11D.1923.01	0.53	1.94119149678167
COAD	TCGA.AD.6965.01A.11D.1923.01	0.7	3.75863696615405
COAD	TCGA.AD.A5EJ.01A.11D.A28F.01	0.69	1.98612376768473
COAD	TCGA.AD.A5EK.01A.11D.A28F.01	0.75	2.53695543645882
COAD	TCGA.AM.5820.01A.01D.1649.01	0.7	1.91188970094576
COAD	TCGA.AM.5821.01A.01D.1649.01	0.37	2.16505874963974
COAD	TCGA.AU.3779.01A.01D.1717.01	0.55	2.75302883144332
COAD	TCGA.AU.6004.01A.11D.1717.01	0.49	2.05956484339816
COAD	TCGA.AY.4070.01A.01D.1427.01	0.32	4.45982872948733
COAD	TCGA.AY.4071.01A.01D.1427.01	0.6	3.40974035097072
COAD	TCGA.AY.5543.01A.01D.1649.01	0.64	1.96425876163456
COAD	TCGA.AY.6196.01A.11D.1717.01	0.38	2.94393919957885
COAD	TCGA.AY.6197.01A.11D.1717.01	0.75	2.03419523905514
COAD	TCGA.AY.6386.01A.21D.1717.01	0.79	2.05429600666823
COAD	TCGA.AY.A54L.01A.11D.A28F.01	0.46	4.3556303751103
COAD	TCGA.AZ.4308.01A.01D.1406.01	0.68	2.05047987618678
COAD	TCGA.AZ.4313.01A.01D.1406.01	0.52	2.17632055496044
COAD	TCGA.AZ.4315.01A.01D.1406.01	0.68	1.95252049531952
COAD	TCGA.AZ.4323.01A.21D.1834.01	1	1.9569535817039
COAD	TCGA.AZ.4614.01A.01D.1406.01	0.69	3.80360588790283
COAD	TCGA.AZ.4615.01A.01D.1406.01	0.64	1.99886271315104
COAD	TCGA.AZ.4616.01A.21D.1834.01	0.49	3.03283860244772
COAD	TCGA.AZ.4681.01A.01D.1406.01	0.8	2.01794891871675
COAD	TCGA.AZ.4682.01B.01D.1406.01	0.73	2.26106230810367
COAD	TCGA.AZ.4684.01A.01D.1406.01	0.47	4.08299361886564
COAD	TCGA.AZ.5403.01A.01D.1649.01	0.48	2.14772512087838
COAD	TCGA.AZ.5407.01A.01D.1717.01	0.38	2.22117008380271
COAD	TCGA.AZ.6598.01A.11D.1770.01	0.99	2.23474589024627
COAD	TCGA.AZ.6599.01A.11D.1770.01	0.84	1.94762982867951
COAD	TCGA.AZ.6600.01A.11D.1770.01	0.48	3.13791491117446
COAD	TCGA.AZ.6601.01A.11D.1770.01	0.49	1.97931781669801
COAD	TCGA.AZ.6603.01A.11D.1834.01	0.68	3.91374445586544
COAD	TCGA.AZ.6605.01A.11D.1834.01	0.3	3.91582411370203
COAD	TCGA.AZ.6606.01A.11D.1834.01	0.58	4.6491420092549
COAD	TCGA.AZ.6607.01A.11D.1834.01	0.34	4.94893371028173
COAD	TCGA.AZ.6608.01A.11D.1834.01	0.82	3.44762288723146
COAD	TCGA.CA.5254.01A.21D.1834.01	0.67	3.08804477178462
COAD	TCGA.CA.5255.01A.11D.1834.01	0.3	3.3288141729931
COAD	TCGA.CA.5256.01A.01D.1406.01	0.68	3.81368875768627
COAD	TCGA.CA.5796.01A.01D.1649.01	0.67	2.08274650331496
COAD	TCGA.CA.5797.01A.01D.1649.01	0.55	1.98358486364497
COAD	TCGA.CA.6715.01A.21D.1834.01	0.81	2.14251903483885
COAD	TCGA.CA.6716.01A.11D.1834.01	0.76	3.66026331966701
COAD	TCGA.CA.6717.01A.11D.1834.01	0.43	1.95486948134055
COAD	TCGA.CA.6718.01A.11D.1834.01	0.43	2.05073087894837
COAD	TCGA.CA.6719.01A.11D.1834.01	0.56	3.33694288632074
COAD	TCGA.CK.4947.01B.11D.1649.01	0.56	2.16530086734782
COAD	TCGA.CK.4948.01B.11D.1649.01	0.31	4.53825154363922
COAD	TCGA.CK.4950.01A.01D.1717.01	0.44	2.28509693315719
COAD	TCGA.CK.4951.01A.01D.1406.01	0.62	2.04364615940786
COAD	TCGA.CK.4952.01A.01D.1717.01	0.84	2.26829918418549
